,ISBN,Book-Title,Book-Author,User-ID,Book-Rating
165,0684863618,Pale Horse Coming,Stephen Hunter,98391,9
166,0451410858,Heart of the Tiger,Lynn Kerstan,98391,9
167,031232264X,Matrix Warrior : Being the One,Jake Horsley,98391,5
168,0758205600,Return to Me,Shannon McKenna,98391,10
169,0312982844,The Longing,Wendy Lindstrom,98391,5
170,0312858957,The Blind Mirror,Christopher Pike,98391,10
171,0399147888,Under Fire,W. E. B. Griffin,98391,9
172,0060089296,Kiss Lonely Goodbye,Lynn Emery,98391,8
173,0060564490,Going Buck Wild,Nina Foxx,98391,10
174,0743205820,Jinxed : A Regan Reilly Mystery,Carol Higgins Clark,98391,8
175,0743442520,Six Easy Pieces : Easy Rawlins Stories,Walter Mosley,98391,9
176,0743412303,The Pretender (Sonnet Books),Barbara Miller,98391,8
177,0440241871,Pipsqueak,BRIAN WIPRUD,98391,9
178,0553110845,"House Corrino (Dune: House Trilogy, Book 3)",Brian Herbert,98391,8
179,0373770065,The Butler Did It (Hqn Books),Kasey Michaels,98391,10
180,0312313225,The Night of the Dance: A Mystery,James Hime,98391,9
181,0892967943,The Con Man's Daughter,Ed Dee,98391,9
182,0312266804,Out on a Limb: A Claire Malloy Mystery,Joan Hess,98391,9
183,0821768174,Highland Knight (Zebra Historical Romance),Hannah Howell,98391,9
184,1590580362,At Risk,Kit Ehrman,98391,8
185,0515131148,The Highwayman (Irish Eyes Romance Series),Anne Kelleher,98391,8
186,1410401987,"Love, Louisa",Barbara Metzger,98391,8
187,1591051894,Sorrows of Adoration,Kimberly Chapman,98391,10
188,0312983336,I Think I Love You,Stephanie Bond,98391,8
189,0399150579,Seeking Enlightenment... Hat by Hat,Nevada Barr,98391,9
190,0425190218,Corpus De Crossword (Crossword Mystery Series),Nero Blanc,98391,5
191,0843949198,Desert Rain,Spirit Walker,98391,8
192,0515134031,Wicked Lies (Seduction Romance (Paperback)),Laura Renken,98391,9
193,034542154X,Dial m for Meat Loaf,Ellen Hart,98391,10
194,0060528079,"Good Morning, Midnight",Reginald Hill,98391,10
195,0373169914,"Pregnancy Countdown (Harlequin American Romance, 991)",Linda Randall Wisdom,98391,9
196,0399148981,By Way of Water,Charlotte Gullick,98391,8
197,0380977575,Fender Benders: A Novel,Bill Fitzhugh,98391,9
198,1400060923,"Lost Boy, Lost Girl",PETER STRAUB,98391,10
199,159414060X,Death for Dessert (Five Star First Edition Mystery Series),T. Dawn Richard,98391,8
200,0399151540,Divided in Death,J. D. Robb,98391,10
201,0688138233,"Day of the Dead : A Novel of Suspense (Jance, Ja)",J. A. Jance,98391,10
202,0312323131,Hide Yourself Away,Mary Jane Clark,98391,10
203,0425191206,While She Was Sleeping,Suzanne Forster,98391,8
204,0670899879,"Stranger in Paradise (Goudge, Eileen. Carson Spring Series, Bk. 1.)",Eileen Goudge,98391,9
205,0380978741,Black River : A Novel,G.M. Ford,98391,9
206,0312287801,Smoke in the Wind: A Mystery of Ancient Ireland,Peter Tremayne,98391,9
207,0061013870,Please Remember This,Kathleen Gilles Seidel,98391,8
208,0821771329,317 Beulah Street,Sandra Steffen,98391,10
209,0843951451,The Wild Irish West,Joan Avery,98391,8
210,0399150854,Blacklist: A V.I. Warshawski Novel,Sara Paretsky,98391,10
211,0765305410,"Gods' Concubine (The Troy Game, Book 2)",Sara Douglass,98391,10
212,1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,98391,9
213,0553802941,The X-President,PHILIP BARUTH,98391,10
214,0060523395,Facing Fear,Gennita Low,98391,10
215,0765307219,Behemoth: B-Max,Peter Watts,98391,10
216,0758201605,"Last Writes (Levine, Laura, Jaine Austen Mystery.)",Laura Levine,98391,9
217,0312313853,Perdition House: A Bay Tanner Mystery,Kathryn R. Wall,98391,9
218,0525946535,One-Hit Wonder,Lisa Jewell,98391,8
219,0684871564,"Hold the Cream Cheese, Kill the Lox : A Ruby, the Rabbi's Wife Mystery (Ruby, the Rabbi's Wife Mysteries)",Sharon Kahn,98391,8
220,0743463315,Little Sister's Last Dose,Alex Minter,98391,8
221,0451212029,Kissing Your Ex,Brooke Stevens,98391,10
222,0312307896,The Vagabond Clown: An Elizabethan Theater Mystery Featuring Nicholas Bracewell,Edward Marston,98391,10
223,0425197115,Shower of Stars (Berkley Sensation),Nancy Herkness,98391,8
224,0312874057,The Wanderer (Rulers of Hylor),Cherry Wilder,98391,10
225,0553803417,Blind Alley,IRIS JOHANSEN,98391,9
226,0060188197,The Angel of Montague Street,Norman Green,98391,9
227,0743457951,No Place Like Home (Holiday Classics),Fern Michaels,98391,8
228,0060520515,"The Other Side of the Story : A Novel (Keyes, Marian)",Marian Keyes,98391,10
229,075640004X,The Mutant Files,Martin Harry Greenberg,98391,9
230,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,98391,9
231,0756401771,"Stars: Original Stories Based on the Songs of Janis Ian (Daw Book Collectors, No. 1265)",Janis Ian,98391,9
232,0375826688,"Eragon (Inheritance, Book 1)",Christopher Paolini,98391,10
233,0451458427,Revelation,Carol Berg,98391,9
234,0786254394,Hasta Manana (Five Star Titles),Carolyn Wilkerson,98391,5
235,0380818329,The Wedding Wager,Cathy Maxwell,98391,8
236,0312301847,Biggie and the Devil Diet: A Mystery,Nancy Bell,98391,9
237,0441009727,The Summer Country,James A. Hetley,98391,9
238,0758203594,Wilde Thing,Janelle Denison,98391,9
239,0553583549,The Protector,MADELINE HUNTER,98391,9
240,0131453580,Winning Habits : 4 Secrets That Will Change the Rest of Your Life,Dick Lyles,98391,10
241,0385335717,The Thief-Taker: Memoirs of a Bow Street Runner,T. F. Banks,98391,9
242,0312873883,"Goddess of the Ice Realm (Lord of the Isles, 5)",David Drake,98391,10
243,1575667673,Island of Tears,Troy Soos,98391,8
244,0373711697,"The Christmas Wife   You, Me &amp; The Kids (Harlequin Superromance, 1169)",Sherry Lewis,98391,10
245,0373790945,"Between the Sheets (Harlequin Blaze, 90)",Jeanie London,98391,9
246,0671786865,Scott Free: A Thriller by the Author of EVEN STEVEN and NATHAN'S RUN,John Gilstrap,98391,9
247,0312979088,Unforgivable,Tina Wainscott,98391,9
248,0743463897,Fortunes of the Dead : A Novel,Lynn Hightower,98391,9
249,0743418905,A Fractured Truth : A Novel,Caroline Slate,98391,10
250,1583141936,Once in a Lifetime (Arabesque),Gwynne Forster,98391,9
251,0060726091,The Reunion : A Novel,Sue Walker,98391,9
252,0060530464,"Sharpe's Havoc : Richard Sharpe and the Campaign in Northern Portugal, Spring 1809 (Cornwell, Bernard)",Bernard Cornwell,98391,9
253,0312877404,Voyage of the Shadowmoon (Shadowmoon),Sean McMullen,98391,10
254,0060013133,"Going Postal : A Novel of Discworld (Pratchett, Terry)",Terry Pratchett,98391,10
255,0446614254,The Runaway Duke,Julie Anne Long,98391,8
256,0312300751,Skeletons : A Novel of Suspense,Kate Wilhelm,98391,9
257,0553584197,The Poisoned Rose,D. Daniel Judson,98391,9
258,0843950544,Savage Hope (Savage),Cassie Edwards,98391,9
259,0312316577,"A Detective Under Fire : A Mystery (Bordie Farrell, 3)",H. R. F. Keating,98391,9
260,0743456181,Almost Like Being in Love,Christina Dodd,98391,10
261,0843951249,Danelaw,Susan Squires,98391,9
262,0778320634,Wedding Ring,Emilie Richards,98391,8
263,044653093X,Those Who Walk in Darkness,John Ridley,98391,10
264,0380978857,The Golden One,Elizabeth Peters,98391,8
265,0312280297,At Large: A Josephine Fuller Mystery,Lynne Murray,98391,8
266,0451459792,Dies the Fire,S. M. Stirling,98391,9
267,084395132X,The Falcon &amp; the Dove,Bonnie Vanak,98391,8
268,0399151095,Every Step You Take,Judith Kelman,98391,9
269,0843950870,Forever Autumn,Bobbi Smith,98391,8
270,0399148655,The Delicate Storm (Marian Wood Book),Giles Blunt,98391,5
271,0505524775,The House in Thornton Wood (Candleglow),Anne Knoll,98391,8
272,0425187144,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",Monica Ferris,98391,9
273,0451459407,"Death Masks (The Dresden Files, Book 5)",Jim Butcher,98391,10
274,0743427149,The Twentieth Wife: A Novel,Indu Sundaresan,98391,8
275,0373197330,Be My Baby (Silhouette Romance),Holly Jacobs,98391,8
276,1575667878,Moonlight Becomes Her,Meagan McKinney,98391,9
277,0425191052,Murderers Prefer Blondes (Paige Turner Mysteries),Amanda Matetsky,98391,9
278,0312289006,Hot Spot : A Mark Manning Mystery,Michael Craft,98391,9
279,0553582836,Diamond in the Ruff,Emily Carmichael,98391,8
280,0743424417,Call Me Crazy: A Memoir,Anne Heche,98391,9
281,1551669390,Dark Water (Mira Romantic Suspense),Sharon Sala,98391,9
282,0312307020,"Emma's Secret (Bradford, Barbara Taylor)",Barbara Taylor Bradford,98391,7
283,0312324154,"The Good Diamond : A Pacific Northwest Mystery (Moody, Skye)",Skye Kathleen Moody,98391,8
284,0060503580,Contact Imminent,Kristine Smith,98391,10
285,0553802526,The Killing Hour,LISA GARDNER,98391,5
286,0515130990,Beyond Innocence,Emma Holly,98391,9
287,0425188868,Dig Deep for Murder (Manor House Mysteries),Kate Kingsbury,98391,9
288,0312848706,The Golden Age (The Golden Age),John C. Wright,98391,9
289,0515131695,Buttercup Baby (Magical Love),Karen Fox,98391,8
290,0373750072,"Predicting Rain (Harlequin American Romance, 1003)",Mary Anne Wilson,98391,8
291,0312315120,The Savvy Sistahs,Brenda Jackson,98391,10
292,0743253450,"A Cry from the Dark : A Novel of Suspense (Barnard, Robert)",Robert Barnard,98391,10
293,0399151818,"Tampa Burn (White, Randy Wayne)",Randy Wayne White,98391,10
294,0843951869,The Mad Marquis,Fiona Carr,98391,9
295,0553586688,"The Lion of Senet (The Second Sons Trilogy, Book 1)",JENNIFER FALLON,98391,10
296,0441010555,The Light Ages,Ian R. MacLeod,98391,8
297,0505525410,The Star Princess,Susan Grant,98391,10
298,0060564474,In My Heart,Melody Thomas,98391,5
299,0440237602,Code Name: Nanny,CHRISTINA SKYE,98391,8
300,0786247045,The Guardian of the Amulets (Five Star First Edition Romance Series),Jessica S. Andersen,98391,8
301,0765303922,Whole Wide World,Paul McAuley,98391,9
302,0764227378,Hadassah: One Night With the King,Tommy Tenney,98391,10
303,0373790880,"Pleasure for Pleasure (Harlequin Blaze, No 84)",Jamie Sobrato,98391,7
304,038097519X,"Faint Echoes, Distant Stars: The Science and Politics of Finding Life Beyond Earth",Ben Bova,98391,9
305,0399149295,Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods,98391,9
306,0373710844,"The Man In The Photograph (Harlequin Superromance, No. 1084)",Linda Style,98391,8
307,0446610526,The Legend,Kathleen Givens,98391,8
308,1932112200,Weeping: A Fritillary Quilter Mystery (Fritillary Quilter Mysteries),Shelly Reuben,98391,8
309,0380819066,The Bad Man's Bride: Marrying Miss Bright,Susan Kay Law,98391,9
310,0515132896,HeartMate (Magical Love Romance),Robin D. Owens,98391,9
311,0553801430,By the Light of the Moon,DEAN KOONTZ,98391,8
312,1590803086,Drums Along The Jacks Fork,Henry Hoffman,98391,10
313,0688165648,Unholy Order: A Paul Devlin Mystery,William Heffernan,98391,9
314,0373259948,"The Best Of Me (Harlequin Temptation, No. 894)",Tina Wainscott,98391,8
315,0060582308,Love: Undercover,Hailey North,98391,8
316,0765309521,Earth Logic : Elemental Logic: Book 2 (Elemental Logic),Laurie J. Marks,98391,9
317,0786253509,Deus X and Other Stories (Five Star Speculative Fiction),Norman Spinrad,98391,9
318,0373691033,"At your service, Jack",Brenda Hammond,98391,8
319,0373691556,"Cole For Christmas (Harlequin Temptation, No. 955)",Darlene Gardner,98391,9
320,055357941X,"Spirit of the Stone (The Shadowleague, Book 2)",Maggie Furey,98391,8
321,0743428617,Midnight Flight (Broken Wings),V.C. Andrews,98391,8
322,0743418867,The Mother's Day Garden,Kimberly Cates,98391,9
323,157072220X,Killer Looks (Silver Dagger Mysteries (Hardcover)),Laura Young,98391,8
324,0373710380,"Second - Chance Proposal (The Shannon Sisters) (Harlequin Superromance, No. 1038)",C.J. Carmichael,98391,8
325,0312306555,A Restless Evil: A Mitchell and Markby Mystery,Ann Granger,98391,9
326,0743250109,Bet Your Bottom Dollar : A Bottom Dollar Girls Novel,Karin Gillespie,98391,8
327,0345452577,The Conspiracy Club,JONATHAN KELLERMAN,98391,10
328,0765304414,Second Sunrise: A Lee Nez Novel,Aimee Thurlo,98391,9
329,1575667096,Rubbed Out (Robin Light Thriller),Barbara Block,98391,9
330,0312978448,Loving You (Candellano Family Trilogy),Maureen Child,98391,9
331,0060082895,Captured Innocence (Avon Romantic Treasure),Susan Sizemore,98391,8
332,0380821044,Talk of the Town (Avon Romance),Suzanne Macpherson,98391,9
333,1575668815,Maggie by the Book (Maggie Kelly Mysteries),Kasey Michaels,98391,10
334,0060561432,Miranda Blue Calling,Michelle Curry Wright,98391,10
335,0765302047,The Man Who Risked His Partner (Ay Adult - Donaldson),Stephen R. Donaldson,98391,8
336,0312327927,Revenge : A Novel,Mary Morris,98391,8
337,0525947752,The Second Chair: A Novel,John T. Lescroart,98391,9
338,0451411420,White Heat,Jill Shalvis,98391,10
339,0373710445,"A CONVENIENT PROPOSAL - THE SHANNON SISTERS (Harlequin Superromance, No. 1044)",C.J. Carmichael,98391,8
340,0399148124,The Webster Chronicle,Daniel Akst,98391,9
341,0425193276,Remember the Magic (Berkley Sensation),Donna Fletcher,98391,10
342,0441011365,The Child Goddess,Louise Marley,98391,10
343,0312304072,Crave,Darnella Ford,98391,10
344,0399149724,The Confessor,Daniel Silva,98391,9
345,0451211650,Mrs. Malory and the Silent Killer (Mrs. Malory),Hazel Holt,98391,10
346,0425184722,"Vie De France: Sharing Food, Friendship, and a Kitchen in the Loire Valley",James Haller,98391,9
347,0375412557,Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,98391,9
348,0380977982,The Death of an Irish Sinner: A Peter McGarr Mystery (Peter McGarr Mysteries (Hardcover)),Bartholomew Gill,98391,9
349,0786014199,Paint It Black,P. J. Parrish,98391,9
350,0312274645,The Ivory Coast,Charles Fleming,98391,8
351,0743488288,Kicking the Sacred Cow,James P. Hogan,98391,9
352,0553585681,Always a Thief,Kay Hooper,98391,5
353,0804119880,Leaping Hearts,Jessica Bird,98391,8
354,0312859228,Atlantis Endgame: A New Time Traders Adventure,Andre Norton,98391,9
355,0743216342,Hollywood Wives : The New Generation,Jackie Collins,98391,9
356,1551669188,Love In Bloom's,Judith Arnold,98391,8
357,0380977885,"The Wizard Hunters : Book One of the Fall of Ile-Rien (The Fall of Ile-Rien, Bk. 1)",Martha Wells,98391,10
358,0765307057,"Midnight Mass (Wilson, F Paul)",F. Paul Wilson,98391,10
359,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,98391,9
360,0373710216,"We Saw Mommy Kissing Santa Claus (Harlequin Superromance, No. 1021)",Brenda Novak,98391,9
361,1573222496,The Book of Flying,Keith Miller,98391,10
362,0525947116,In Full Bloom,Caroline Hwang,98391,9
363,0373790287,"All Tied Up (Harlequin Blaze, No 24)",Alison Kent,98391,8
